Symbol,Period Ending,Next Period Start Opening Price (Period Ending + 1 Day),Next Period End Closing Price (Period Ending + 1 year),Price Percentage Change,Total Revenue,Cost of Revenue,Gross Profit,Research and Development,Sales General and Admin.,Non-Recurring Items,Other Operating Items,Operating Income,Add'l income/expense items,Earnings Before Interest and Tax,Interest Expense,Earnings Before Tax,Income Tax,Minority Interest,Equity Earnings/Loss Unconsolidated Subsidiary,Net Income-Cont. Operations,Net Income,Net Income Applicable to Common Shareholders
CANF,12/31/2016,35.9982,24.0738,-33.124989582812475,0,0,0,240,794,0,0,-1034,0,-1034,105,-1139,0,0,0,-1139,-1139,-1139
UAVS,12/31/2019,0.45,6,1233.3333333333333,297,202,95,39,2578,0,0,-2522,0,-2522,1,-2523,0,0,0,-2523,-2523,-2523
UAVS,12/31/2018,0.57,0.45,-21.05263157894736,108,62,46,0,2107,0,0,-2061,13,-2047,32,-2080,0,0,0,-2080,-2080,-2080
UAVS,12/31/2017,5.875,0.565,-90.38297872340425,116,93,23,0,690,0,0,-667,12,-654,143,-797,0,0,0,-797,-797,-797
UAVS,12/31/2016,7.25,5.425,-25.172413793103452,2462,2661,-200,0,2493,8033,414,-11139,-125,-11264,1912,-13176,0,0,0,-13176,-13176,-16186
EGRX,12/31/2019,60.64,46.57,-23.20250659630607,195892,60897,134995,36810,76370,0,0,21815,2869,24684,2686,21998,7685,0,0,14313,14313,14313
EGRX,12/31/2018,39.81,60.08,50.916855061542314,213312,61916,151396,44419,59746,10615,0,36616,158,36774,2736,34038,2135,0,0,31903,31903,31903
EGRX,12/31/2017,54.06,40.29,-25.47169811320755,236707,57186,179521,32607,64039,8885,0,73990,91,74081,1136,72945,21002,0,0,51943,51943,51943
EGRX,12/31/2016,80.26,58.21,-27.473212060802396,189482,55306,134176,28289,54286,0,0,53351,1834,53435,8,53427,-28026,0,0,81453,81453,81453
GTT,12/31/2019,11.35,3.57,-68.54625550660792,1727800,941900,785900,0,400800,13000,248800,123300,-31300,92000,194700,-102700,3200,0,0,-105900,-105900,-105900
GTT,12/31/2018,23.25,11.35,-51.18279569892473,1490800,819400,671400,0,383200,37100,211400,39700,-141700,-102000,146900,-248900,-5500,0,0,-257200,-243400,-243400
GTT,12/31/2017,47,23.66,-49.659574468085104,827900,432100,395800,0,215400,22400,132600,25400,-8400,17000,71200,-54200,17300,0,0,-80100,-71500,-71500
GTT,12/31/2016,29,43.8,51.03448275862068,527300,279600,247700,0,143200,900,62800,40800,-2200,38600,29400,9200,3900,0,0,3700,5300,5300
ELP,9/30/2019,11.66,11.02,-5.488850771869645,5647000,0,5647000,0,4187800,0,14700,1466900,180900,1670200,22400,1647800,442300,0,-9800,1195700,1195700,1195700
ELP,9/30/2018,5.27,12.01,127.89373814041747,6158200,0,6158200,0,4174500,0,1800,2028200,187000,2261500,46300,2215200,1472500,0,21700,764400,764400,764400
ELP,9/30/2017,8.85,5.25,-40.67796610169491,6340700,0,6340700,0,4127900,0,0,2264300,284800,2600600,51500,2549100,759400,0,-93000,1696700,1696700,1696700
RLJ,12/31/2019,17.85,14.15,-20.728291316526615,1566192,584080,982112,0,538880,13500,211584,218148,448,216923,91295,125628,-3751,-1673,-1537,126169,127842,102727
RLJ,12/31/2018,16.18,17.72,9.51792336217552,1761224,660119,1101105,0,603421,0,241641,256043,44619,301298,101643,199655,8793,636,-2219,189279,188643,163528
RLJ,12/31/2017,22.09,16.4,-25.758261656858313,1356261,507276,848985,0,480852,0,186993,181140,14906,196179,78322,117857,42118,133,-904,74968,74835,66463
RLJ,12/31/2016,24.52,22.38,-8.727569331158241,1159995,426455,733540,0,350643,0,162500,220397,47927,268324,58820,209504,8190,0,-962,200352,200352,200352
PTN,6/30/2019,1.21,0.512,-57.68595041322314,60300,0,60300,14857,9699,0,0,35744,446,36191,418,35773,0,0,0,35773,35773,35773
PTN,6/30/2018,0.97,1.09,12.371134020618568,67135,0,67135,32566,8642,0,0,25927,311,26237,1452,24785,83,0,0,24703,24703,24703
PTN,6/30/2017,0.429,0.9832,129.1841491841492,44724,0,44724,45683,9610,0,0,-10569,26,-10543,2288,-12832,500,0,0,-13332,-13332,-13332
TBBK,12/31/2019,13.1,13.65,4.1984732824427535,283696,34400,0,0,157975,5319,9627,0,0,76375,3881,72494,21226,0,0,51268,51559,51559
TBBK,12/31/2018,7.83,12.97,65.64495530012772,301755,25946,0,0,137905,7845,9113,0,0,120946,1165,119781,32241,0,0,87540,88677,88677
TBBK,12/31/2017,9.9,7.96,-19.5959595959596,213568,14418,0,0,140862,8072,8900,0,0,41316,922,40394,23056,0,0,17338,21673,21673
TBBK,12/31/2016,7.98,9.97,24.937343358395992,144705,11372,0,0,185505,6683,9745,0,0,-68600,881,-69481,-12664,0,0,-56817,-96492,-96492
BKR,12/31/2019,25.68,20.85,-18.808411214953264,23838000,19406000,4432000,0,2832000,526000,0,1074000,-84000,990000,237000,753000,482000,0,0,271000,271000,271000
BKR,12/31/2018,21.19,25.63,20.953279848985357,22877000,18891000,3986000,0,2699000,586000,0,701000,202000,903000,223000,680000,258000,-139000,0,283000,283000,283000
BKR,12/31/2017,31.71,21.5,-32.198044780826244,17179000,14143000,3036000,0,2535000,785000,0,-284000,80000,-204000,131000,-335000,45000,-11000,0,-391000,-391000,-391000
BKR,12/31/2016,65.29,32.23,-50.635625670087315,13082000,10150000,2932000,0,1926000,549000,0,457000,3000,460000,102000,358000,173000,0,0,185000,185000,185000
ENO,12/31/2019,26.13,25.55,-2.219670876387288,686223,484580,201643,0,76886,0,56072,68685,8593,77278,24463,52815,186,0,0,52629,52629,52629
ENO,12/31/2018,24.78,26.15,5.52865213882162,717390,509714,207676,0,77554,0,55930,74192,-1704,72488,21772,50716,-2436,0,0,53152,53152,53152
ENO,12/31/2017,25.48,25,-1.8838304552590284,716070,501237,214833,0,65479,0,52945,96409,2703,99112,21281,77831,33278,0,0,44553,44553,43712
ENO,12/31/2016,23.41,25.27,7.945322511747114,665463,456497,208966,0,56336,0,51737,100893,-2278,98615,21061,77554,28705,0,0,48849,48849,47884
PTY,11/30/2008,17.17,17.21,0.23296447291787503,104416,9178,95238,0,1714,0,0,93524,-366615,93524,752,92772,0,0,0,-273843,-273843,-293737
PTY,11/30/2007,17.17,17.21,0.23296447291787503,116851,9677,107175,0,1863,0,0,105312,-47528,99457,847,98610,0,0,0,56936,56936,27249
PTY,11/30/2006,17.17,17.21,0.23296447291787503,150717,9827,140890,0,1910,0,0,138980,-1255,103168,958,102210,0,0,0,136768,136768,109921
PTY,11/30/2005,17.17,17.21,0.23296447291787503,126973,10361,116612,0,1705,0,0,114908,-43696,97509,0,97509,0,0,0,71212,71212,53629
LGI,12/31/2008,15.15,15.2199,0.4613861386138648,13007,2637,10371,0,169,0,0,10202,-89847,7065,749,6317,0,0,0,-80394,-80394,-80394
LGI,12/31/2007,15.15,15.2199,0.4613861386138648,25502,3127,22375,0,198,0,0,22176,0,4370,369,4001,0,0,0,21807,21807,21807
LGI,12/31/2006,15.15,15.2199,0.4613861386138648,51370,2958,48412,0,168,0,0,48244,0,4030,167,3863,0,0,0,48076,48076,48076
LGI,12/31/2005,15.15,15.2199,0.4613861386138648,13268,2842,10427,0,188,0,0,10239,-3893,2508,249,2259,0,0,0,6097,6097,6097
FLIC,12/31/2019,25.28,17.85,-29.390822784810126,154461,33057,0,0,60964,0,33,0,0,60407,10624,49783,8228,0,0,41555,41555,41555
FLIC,12/31/2018,19.57,25.08,28.155339805825232,140516,22557,0,0,59906,0,-1755,0,0,59808,13173,46635,5062,0,0,41573,41573,41573
FLIC,12/31/2017,28.75,19.95,-30.608695652173918,126426,12592,0,0,54852,0,4854,0,0,54128,9117,45011,9889,0,0,35122,35122,35122
FLIC,12/31/2016,28.95,28.1,-2.936096718480131,114627,10451,0,0,53216,0,3480,0,-1756,47480,7551,39929,9049,0,0,30880,30880,30880
CCBG,12/31/2019,30.62,24.58,-19.72566949706075,165889,6840,0,0,113609,0,2027,0,0,43413,2653,40760,9953,0,0,30807,30807,30807
CCBG,12/31/2018,23.03,30.5,32.43595310464611,150960,4243,0,0,111503,0,2921,0,0,32293,2648,29645,3421,0,0,26224,26224,26224
CCBG,12/31/2017,23.19,23.21,0.08624407072013615,138676,1789,0,0,109447,0,2215,0,0,25225,2159,23066,12203,0,0,10863,10863,10863
CCBG,12/31/2016,20.7,22.98,11.014492753623195,134835,879,0,0,113214,0,819,0,0,19923,2310,17613,5867,0,0,11746,11746,11746
BKE,2/2/2019,17.35,24.7,42.36311239193082,885496,519423,366073,0,245145,0,0,120928,5716,126644,0,126644,31036,0,0,95608,95608,95608
BKE,2/3/2018,19.3,17.5,-9.326424870466324,913380,533357,380023,0,245945,0,0,134078,5407,139485,0,139485,49778,0,0,89707,89707,89707
BKE,1/28/2017,20.4,21.6,5.882352941176485,974873,577705,397168,0,244408,0,0,152760,3511,156271,0,156271,58310,0,0,97961,97961,97961
TISI,12/31/2019,16.07,10.9,-32.17174859987554,1163314,835570,327744,0,328214,1676,0,-2146,-994,-3140,29713,-32853,-436,0,0,-32417,-32417,-32417
TISI,12/31/2018,14.41,15.97,10.825815405968081,1246929,918673,328256,0,360490,6727,0,-38961,-24373,-63334,30875,-94209,-31063,0,0,-63146,-63146,-63146
TISI,12/31/2017,14.85,14.65,-1.346801346801342,1200211,890212,309999,0,347217,77892,0,-115110,-936,-116046,21487,-137533,-53078,0,0,-84455,-84455,-84455
TISI,12/31/2016,39.7,15.1,-61.96473551637279,1196696,868144,328552,0,326157,5513,0,-3118,127,-2991,12667,-15658,-3093,0,0,-12565,-12676,-12676
ROLL,3/30/2019,128.28,111.93,-12.745556594948546,702516,425863,276653,0,144618,0,0,132035,-772,131263,5173,126090,20897,0,0,105193,105193,105193
ROLL,3/31/2018,123.41,128.56,4.173081597925618,674949,416412,258537,0,129763,0,0,128774,-1416,127358,7507,119851,32710,0,0,87141,87141,87141
ROLL,4/1/2017,97.21,118.5,21.90103898775847,615388,385177,230211,0,115625,0,0,114586,-996,113590,8706,104884,34261,0,0,70623,70623,70623
VXRT,12/31/2019,0.335,5.71,1604.4776119402984,9862,0,9862,14540,6187,4920,0,-15785,18,-15767,2388,-18155,490,0,0,-18645,-18645,-18645
VXRT,12/31/2018,1.95,0.3505,-82.02564102564102,4159,0,4159,17275,7040,1600,0,-21756,6538,-15218,2680,-17898,109,0,0,-18007,-18007,-18346
VXRT,12/31/2017,5.9949,1.88,-68.64001067574105,5839,0,5839,12355,3499,0,0,-10015,3469,-6546,3036,-9582,0,0,0,-9582,-9582,-12460
VXRT,6/30/2017,7.6999,2.98,-61.298198677904914,8900,0,8900,28300,8000,0,0,-27500,100,-27300,1800,-29100,300,0,0,-29400,-29400,-29400
ENX,9/30/2008,11.34,11.37,0.26455026455025893,17796,1653,16143,0,416,0,0,15727,-49593,15727,1210,14517,0,0,0,-35076,-35076,-38467
ENX,9/30/2007,11.34,11.37,0.26455026455025893,20269,1552,18716,0,471,0,0,18245,-7550,15897,0,15897,0,0,0,10695,10695,5950
ENX,9/30/2006,11.34,11.37,0.26455026455025893,24858,1537,23321,0,496,0,0,22825,-249,15860,0,15860,0,0,0,22576,22576,18371
ENX,9/30/2005,11.34,11.37,0.26455026455025893,26805,1521,25284,0,476,0,0,24809,-3737,15736,0,15736,0,0,0,21072,21072,18446
STAR          ,12/31/2019,14.53,14.85,2.202339986235377,381346,109663,271683,0,204155,13419,58259,-4150,480983,518682,183919,334763,438,41849,-10283,334325,324042,291547
STAR          ,12/31/2018,9.1,14.51,59.45054945054945,700244,350181,350063,0,237464,147108,58699,-93208,196578,166240,183751,-17511,815,62870,-13936,-18326,-32262,-64757
STAR          ,12/31/2017,11.35,9.17,-19.207048458149778,572654,180916,391738,0,267453,32379,49033,42873,189701,245589,194686,50903,-948,13015,-4526,51851,175682,110924
STAR          ,12/31/2016,12.48,11.31,-9.375,326034,62007,264027,0,227432,14484,51660,-29549,245344,293144,221398,71746,-10166,77349,-4876,81912,95306,43972
FIVE,2/2/2019,124.69,113.64,-8.861977704707673,1559563,994478,565085,0,377901,0,0,187184,4623,191807,0,191807,42162,0,0,149645,149645,149645
FIVE,2/3/2018,61.95,126.81,104.69733656174334,1278208,814795,463413,0,306022,0,0,157391,1458,158849,0,158849,56398,0,0,102451,102451,102451
FIVE,1/28/2017,37.56,65.94,75.55910543130989,1000410,643373,357037,0,243075,0,0,113962,299,114261,0,114261,42421,0,0,71840,71840,71840
BEN,9/30/2019,28.86,20.35,-29.48717948717948,5647000,0,5647000,0,4187800,0,14700,1466900,180900,1670200,22400,1647800,442300,0,-9800,1195700,1195700,1195700
BEN,9/30/2018,30.47,28.86,-5.28388578930095,6158200,0,6158200,0,4174500,0,1800,2028200,187000,2261500,46300,2215200,1472500,0,21700,764400,764400,764400
BEN,9/30/2017,44.59,30.49,-31.6214397847051,6340700,0,6340700,0,4127900,0,0,2264300,284800,2600600,51500,2549100,759400,0,-93000,1696700,1696700,1696700
BDJ,10/31/2008,8.6,8.64,0.4651162790697782,35946,8693,27253,0,981,0,0,26271,-262869,26271,0,26271,0,0,0,-236598,-236598,-236598
BDJ,10/31/2007,8.6,8.64,0.4651162790697782,100306,10734,89572,0,1348,0,0,88224,-57684,28437,0,28437,0,0,0,30540,30540,30540
BDJ,10/31/2006,8.6,8.64,0.4651162790697782,156362,10442,145919,0,1357,0,0,144562,0,27053,0,27053,0,0,0,144562,144562,144562
BDJ,10/31/2005,8.6,8.64,0.4651162790697782,12407,1740,10667,0,277,0,0,10390,-23257,3953,0,3953,0,0,0,-12867,-12867,-12867
SEIC,12/31/2019,65.5,57.47,-12.259541984732826,1649885,282618,1367267,0,795995,29993,80855,460424,19756,632071,630,631441,130015,151891,0,653317,501426,501426
SEIC,12/31/2018,45.38,65.48,44.29263992948436,1624167,285652,1338515,0,786391,32449,77687,441988,13072,614851,645,614206,108338,159791,0,665659,505868,505868
SEIC,12/31/2017,72.08,46.2,-35.90455049944506,1526552,263972,1262580,0,743258,46792,75586,396944,8326,557820,781,557039,152650,152550,0,556939,404389,404389
SEIC,12/31/2016,49.9,71.84,43.9679358717435,1401545,231699,1169846,0,672499,49821,71832,375694,7219,509016,531,508485,174668,126103,0,459920,333817,333817
UAMY,12/31/2019,0.42,0.522,24.285714285714292,8268,9084,-816,0,1518,0,0,-3745,-1260,-3595,78,-3673,0,0,0,-3673,-3673,-3722
UAMY,12/31/2018,0.58,0.385,-33.62068965517241,9034,9033,2,0,155,0,0,547,794,641,100,541,-332,0,0,873,873,825
UAMY,12/31/2017,0.31,0.58,87.09677419354837,10230,9955,275,0,1235,0,0,-960,-68,-1027,107,-1134,0,0,0,-1134,-1134,-1183
UAMY,12/31/2016,0.241,0.31,28.630705394190873,11890,11353,537,0,1353,0,0,-817,-34,-850,161,-1011,298,0,0,-1309,-1309,-1358
KOD,12/31/2019,72.84,146.91,101.68863261943986,0,0,0,37506,11684,0,0,-49190,1833,-47357,8,-47365,0,0,0,-47365,-47365,-47365
KOD,12/31/2018,7.06,71.95,919.1218130311615,0,0,0,18793,7581,0,0,-26374,-9550,-35924,5519,-41443,0,0,0,-41443,-41443,-41443
KOD,12/31/2017,10,7.1,-29.000000000000007,0,0,0,22022,3499,0,0,-25521,-1230,-26751,1185,-27936,0,0,0,-27936,-27936,-27936
KOD,12/31/2016,10,10.16,1.6000000000000014,0,0,0,14053,3098,0,0,-17151,25,-17126,6,-17132,0,0,0,-17132,-17132,-17132
RAMP,3/31/2019,54.91,32.92,-40.04735020943361,285620,120718,164902,85697,277351,0,0,-198146,0,-179356,0,-179356,-45409,0,0,-133947,1028547,1028547
RAMP,3/31/2018,22.86,54.79,139.67629046369206,220101,96396,123705,60713,196516,0,0,-133524,0,-133022,0,-133022,-65723,0,0,-67299,23480,23480
RAMP,3/31/2017,28.5,23.28,-18.315789473684205,174760,99976,74784,49367,156829,0,0,-131412,0,-130760,0,-130760,-45184,0,0,-85576,4108,4108
BEEMW,12/31/2019,1.145,66.98,5749.781659388647,5112,5265,-154,0,3118,0,0,-3272,57,-3214,716,-3931,3,0,0,-3934,-3934,-3934
BEEMW,12/31/2018,0.6,1.145,90.83333333333334,6162,6355,-192,0,2337,0,0,-2530,20,-2510,1089,-3599,0,0,0,-3599,-3599,-3599
BEEMW,12/31/2017,0.6,1.1,83.33333333333336,1412,1885,-473,0,2228,0,0,-2700,134,-2566,475,-3041,1,0,0,-3041,-3041,-3041
BEEMW,12/31/2016,0.6,1.1,83.33333333333336,2781,2926,-145,0,2644,0,0,-2788,432,-2356,276,-2632,2,0,0,-2634,-2634,-2634
PETS,3/31/2019,22.87,28.78,25.84171403585483,283419,188105,95314,0,46915,0,2225,46174,2947,49121,0,49121,11381,0,0,37740,37740,37740
PETS,3/31/2018,41.7,23.12,-44.55635491606715,273800,175993,97807,0,43545,0,2126,52136,1653,53789,0,53789,16506,0,0,37283,37283,37283
PETS,3/31/2017,20.38,41.22,102.25711481844947,249176,169862,79314,0,40462,0,1369,37483,441,37924,0,37924,14105,0,0,23819,23819,23819
TRIP,12/31/2019,30.66,28.78,-6.131767775603389,1560000,94000,1466000,0,1153000,0,126000,187000,14000,201000,7000,194000,68000,0,0,126000,126000,126000
TRIP,12/31/2018,52.96,30.38,-42.63595166163142,1615000,86000,1529000,0,1230000,0,116000,183000,2000,185000,12000,173000,60000,0,0,113000,113000,113000
TRIP,12/31/2017,34.61,53.94,55.85091014157757,1556000,72000,1484000,0,1249000,0,111000,124000,1000,125000,15000,110000,129000,0,0,-19000,-19000,-19000
TRIP,12/31/2016,46.75,34.77,-25.625668449197857,1480000,71000,1409000,0,1142000,0,101000,166000,-3000,163000,12000,151000,31000,0,0,120000,120000,120000
TRHC,12/31/2019,48.98,42.84,-12.535728868926078,284707,181355,103352,21739,79986,0,34276,-32649,0,-32649,15986,-48635,-16199,0,0,-32436,-32436,-32436
TRHC,12/31/2018,62.29,48.68,-21.849414031144647,204270,137669,66601,12222,87316,0,16802,-49739,0,-49739,906,-50645,-3376,0,0,-47269,-47269,-47269
TRHC,12/31/2017,28.14,63.76,126.58137882018477,133485,93655,39830,5628,20550,0,9512,4140,0,4140,688,3452,-9339,0,0,12791,12791,12791
TRHC,12/31/2016,15.07,29.25,94.09422694094226,94791,65177,29614,3811,15408,0,5115,5280,-5772,-492,4488,-4980,541,0,0,-5521,-5521,-7960
DISCK,12/31/2019,30.61,26.19,-14.439725579875851,11144000,3819000,7325000,0,2788000,181000,1347000,3009000,-36000,2971000,677000,2294000,81000,-2000,-144000,2039000,2069000,2069000
DISCK,12/31/2018,22.79,30.49,33.78674857393593,10553000,3935000,6618000,0,2620000,750000,1398000,1934000,-36000,1751000,729000,1022000,341000,-63000,-87000,531000,594000,594000
DISCK,12/31/2017,21.48,23.08,7.448789571694589,6873000,2656000,4217000,0,1768000,1402000,330000,713000,-168000,338000,475000,-137000,176000,-211000,-24000,-602000,-337000,-337000
DISCK,12/31/2016,27.04,21.83,-19.267751479289945,6497000,2432000,4065000,0,1690000,58000,322000,2058000,67000,2024000,353000,1671000,453000,-38000,-24000,1156000,1194000,1194000
UEC,7/31/2019,0.9701,0.9683,-0.18554788166167538,0,0,0,0,14630,0,347,-14977,2163,-13917,3250,-17167,-14,-1103,0,-18256,-17153,-17153
UEC,7/31/2018,1.67,0.9904,-40.69461077844311,0,0,0,0,15959,0,355,-16314,308,-15582,2952,-18534,-708,424,0,-17403,-17827,-17827
UEC,7/31/2017,1.61,1.65,2.4844720496894293,0,0,0,0,14362,359,498,-15218,128,-15091,2915,-18005,-34,0,0,-17971,-17971,-17971
ICPT,12/31/2019,121.28,24.7,-79.63390501319262,252002,4212,247790,242799,317418,0,0,-312427,8890,-303537,41144,-344681,0,0,0,-344681,-344681,-344681
ICPT,12/31/2018,98.28,123.92,26.088726088726087,179804,2519,177285,207301,255474,0,0,-285490,6771,-278719,30523,-309242,0,0,0,-309242,-309242,-309242
ICPT,12/31/2017,59.15,100.79,70.39729501267965,130956,1371,129585,191499,273698,0,0,-335612,4516,-331096,29271,-360367,0,0,0,-360367,-360367,-360367
ICPT,12/31/2016,108.46,56.35,-48.04536234556518,24951,0,24951,153893,273596,0,0,-402538,3904,-398634,14196,-412830,0,0,0,-412830,-412830,-412830
OPTT,4/30/2019,2.75,0.4463,-83.77090909090909,632,1303,-671,4984,7616,0,0,-13271,175,-13096,0,-13096,-850,0,0,-12246,-12246,-12246
OPTT,4/30/2018,22.2,2.78,-87.47747747747746,511,763,-252,4320,6988,0,0,-11560,284,-11276,0,-11276,-1119,0,0,-10157,-10157,-10157
OPTT,4/30/2017,29.6,22,-25.675675675675677,843,938,-95,5029,6563,0,0,-11687,1503,-10184,0,-10184,-698,0,0,-9486,-9486,-9486
CMCL,12/31/2019,8.55,15.88,85.73099415204678,75826,44688,31138,0,5319,0,0,60889,35216,61035,344,60691,10290,0,0,50401,50401,50401
CMCL,12/31/2018,5.34,8.42,57.67790262172285,68399,46812,21587,0,389,0,0,21421,276,21474,273,21201,7445,0,0,13756,13756,13756
CMCL,12/31/2017,7.39,5.2537,-28.907983761840317,69762,43441,26321,0,5142,181,0,20618,-342,20656,69,20587,8691,0,0,11896,11896,11896
CMCL,12/31/2016,7.7,7.58,-1.5584415584415598,61992,38500,23492,0,3574,0,0,18978,-924,18994,192,18802,7717,0,0,11085,11085,11085
CHEKZ,12/31/2019,0.13,0.11,-15.384615384615387,0,0,0,10474,3595,0,0,-14069,233,-13836,0,-13836,0,0,0,-13836,-13836,-13836
CHEKZ,12/31/2018,0.4,0.13,-67.5,0,0,0,7618,3445,0,0,-11063,473,-10590,0,-10590,-1,0,0,-10589,-10589,-10589
CHEKZ,12/31/2017,0.36,0.4,11.111111111111121,0,0,0,6837,3164,0,0,-10001,236,-9765,0,-9765,6,0,0,-9771,-9771,-9771
CHEKZ,12/31/2016,0.36,0.8,122.22222222222224,0,0,0,5491,3571,0,0,-9062,244,-8818,0,-8818,8,0,0,-8826,-8826,-8826
DCOMP,12/31/2019,25.4,25.64,0.9448818897637874,250436,62079,0,0,95387,0,17340,0,-3780,75630,28768,46862,10676,0,0,36186,36186,36186
DCOMP,12/31/2018,25.4,25.48,0.3149606299212671,231233,50389,0,0,86890,0,2244,0,0,91710,24995,66715,15427,0,0,51288,51288,51288
DCOMP,12/31/2017,25.4,25.48,0.3149606299212671,233610,38391,0,0,84986,0,520,0,-1272,109713,20975,88738,36856,0,0,51882,51882,51882
DCOMP,12/31/2016,25.4,25.48,0.3149606299212671,271561,32374,0,0,83831,0,2118,0,0,153238,19767,133471,60957,0,0,72514,72514,72514
MTLS,12/31/2019,18.47,54.21,193.50297780184084,220774,97627,123147,26208,89064,0,0,7876,1546,8981,4133,4848,2913,-440,0,1495,1935,1935
MTLS,12/31/2018,19.58,18.31,-6.486210418794687,211165,94081,117084,25625,85556,0,0,5903,4146,9506,5560,3946,486,-543,0,2917,3460,3460
MTLS,12/31/2017,12.6,20.03,58.968253968253975,171203,75594,95610,23967,71172,0,0,471,3855,3762,5677,-1915,627,-563,0,-3105,-2542,-2542
MTLS,12/31/2016,7.75,12.4,60.00000000000001,120745,49263,71482,18650,52719,0,0,113,2151,1189,2570,-1381,1804,-1074,0,-4258,-3184,-3184
RBA,12/31/2019,42.95,69.55,61.93247962747379,1318641,645816,672825,0,382389,777,70501,223202,12882,232040,41277,190763,41623,0,0,149140,149140,149140
RBA,12/31/2018,32.33,42.95,32.84874729353543,1170026,533397,636629,0,382676,5093,66614,185189,14793,197039,44527,152512,31006,0,0,121506,121506,121506
RBA,12/31/2017,29.94,32.72,9.285237140948556,971191,439687,531504,0,323270,47183,52694,107454,7328,115685,38291,77394,2088,0,0,75306,75306,75306
RBA,12/31/2016,34.11,30.06,-11.873350923482851,1126977,626644,500333,0,283529,40072,40861,135722,187,136058,5564,130494,36982,0,0,93512,93512,93512
KOS,12/31/2019,5.77,2.35,-59.27209705372616,1499416,402613,1096803,0,85756,180955,563861,266231,-86040,180191,155074,25117,80894,0,0,-55777,-55777,-55777
KOS,12/31/2018,3.98,5.7,43.21608040201006,886666,224727,661939,0,106811,301492,329835,-76199,53634,50316,101176,-50860,43131,72881,0,-21110,-93991,-93991
KOS,12/31/2017,6.91,4.07,-41.09985528219971,578139,126850,451289,0,67482,216050,255203,-87446,-6562,-100260,77595,-177855,44937,-6252,0,-229044,-222792,-222792
KOS,12/31/2016,7.18,6.98,-2.785515320334252,310377,119367,191010,0,102584,202280,140404,-254258,3841,-250417,44147,-294564,-10784,0,0,-283780,-283780,-283780
MOXC,9/30/2019,1.97,1.35,-31.472081218274106,370,0,370,0,900,0,0,-530,830,-530,0,-530,0,0,0,300,300,300
MOXC,9/30/2018,4,1.8101,-54.747499999999995,340,8,332,2247,5942,0,682,-8539,5,-8535,61,-8595,0,0,0,-8595,-8595,-8595
MOXC,9/30/2017,13.4495,4.0515,-69.87620357634113,92,16,76,2147,7434,3010,1097,-13611,14,-13597,0,-13597,97,0,0,-13694,-13694,-13694
NSL,7/31/2009,7.17,7.26,1.2552301255230105,18311,2059,16252,0,940,0,0,15311,-43900,15311,1821,13490,0,0,0,-30410,-30410,-30969
NSL,7/31/2008,7.17,7.26,1.2552301255230105,29902,3445,26458,0,260,0,0,26198,-24668,26198,4626,21571,0,0,0,-3097,-3097,-5329
NSL,7/31/2007,7.17,7.26,1.2552301255230105,32431,2932,29499,0,539,0,0,28960,-9672,28960,5586,23374,0,0,0,13702,13702,11352
NSL,7/31/2006,7.17,7.26,1.2552301255230105,28240,2556,25683,0,534,0,0,25149,-4328,25149,4634,20515,0,0,0,16187,16187,14223
RCG,12/31/2008,1.9299,1.97,2.0778278667288475,575,455,120,0,851,0,0,-730,-17222,-730,41,-771,0,0,0,-17993,-17993,-17993
RCG,12/31/2007,1.9299,1.97,2.0778278667288475,827,793,34,0,787,0,0,-753,-9409,-10162,0,-10162,0,0,0,-10162,-10162,-10608
